0,1602,1657,234729,0,,
1,1657,1602,26760,0,,
2,1643,1680,10318,0,,
3,1680,1643,8794,0,,
4,1642,1594,58500,0,,
5,1594,1642,192039,0,,
6,1633,1679,65281,0,,
7,1679,1633,49063,0,,
8,1593,1641,708000,0,,
9,1641,1593,230437,0,,
10,1672,1624,8863,0,,
11,1624,1672,207768,0,,
12,1585,1681,58798,0,,
13,1681,1585,3736,0,,
14,1648,1595,10363,0,,
15,1595,1648,301758,0,,
16,1640,1625,11123,0,,
17,1625,1640,307162,0,,
18,1606,1645,10777,0,,
19,1645,1606,12158,0,,
20,1678,1627,7636,0,,
21,1627,1678,155062,0,,
22,1630,1591,78500,0,,
23,1591,1630,175281,0,,
24,1675,1626,31363,0,,
25,1626,1675,74654,0,,
26,1666,1615,40909,0,,
27,1615,1666,88872,0,,
28,1667,1592,9200,0,,
29,1592,1667,512124,0,,
30,1584,1653,534286,0,,
31,1653,1584,10154,0,,
32,1669,1609,56090,0,,
33,1609,1669,113893,0,,
34,1676,1612,8509,0,,
35,1612,1676,158318,0,,
36,1608,1603,20036,0,,
37,1603,1608,186864,0,,
38,1601,1649,126576,0,,
39,1649,1601,50972,0,,
40,1611,1605,513257,0,,
41,1605,1611,714655,0,,
42,1623,1682,17693,0,,
43,1682,1623,3844,0,,
44,1621,1671,16593,0,,
45,1671,1621,190312,0,,
46,1677,1613,17400,0,,
47,1613,1677,15636,0,,
48,1635,1590,90327,0,,
49,1590,1635,195836,0,,
50,1654,1637,9214,0,,
51,1637,1654,151968,0,,
52,1655,1604,134250,0,,
53,1604,1655,26429,0,,
54,1638,1673,99630,0,,
55,1673,1638,72542,0,,
56,1616,1628,15607,0,,
57,1628,1616,14820,0,,
58,1661,1659,10860,0,,
59,1659,1661,4331,0,,
60,1636,1683,62554,0,,
61,1683,1636,59645,0,,
62,1632,1617,70272,0,,
63,1617,1632,83409,0,,
64,1629,1656,14902,0,,
65,1656,1629,5818,0,,
66,1634,1614,8897,0,,
67,1614,1634,13454,0,,
68,1597,1665,136127,0,,
69,1665,1597,83636,0,,
70,1674,1607,4385,0,,
71,1607,1674,31000,0,,
72,1650,1622,6245,0,,
73,1622,1650,24376,0,,
74,1651,1646,201881,0,,
75,1646,1651,12709,0,,
76,1618,1639,4031,0,,
77,1639,1618,17320,0,,
78,1664,1586,37363,0,,
79,1586,1664,239246,0,,
80,1610,1631,98636,0,,
81,1631,1610,65400,0,,
82,1662,1587,10240,0,,
83,1587,1662,43693,0,,
84,1600,1663,13061,0,,
85,1663,1600,11142,0,,
86,1670,1652,32103,0,,
87,1652,1670,48445,0,,
88,1619,1644,197606,0,,
89,1644,1619,13880,0,,
90,1599,1596,32764,0,,
91,1596,1599,22682,0,,
92,1668,1598,75885,0,,
93,1598,1668,231936,0,,
94,1658,1647,10581,0,,
95,1647,1658,108600,0,,
96,1620,1588,61908,0,,
97,1588,1620,186363,0,,
98,1589,1660,809287,0,,
99,1660,1589,190687,0,,
100,1602,1657,234729,1000000000,,
101,1657,1602,26760,1000000000,,
102,1643,1680,10318,1000000000,,
103,1680,1643,8794,1000000000,,
104,1642,1594,58500,1000000000,,
105,1594,1642,192039,1000000000,,
106,1633,1679,65281,1000000000,,
107,1679,1633,49063,1000000000,,
108,1593,1641,708000,1000000000,,
109,1641,1593,230437,1000000000,,
110,1672,1624,8863,1000000000,,
111,1624,1672,207768,1000000000,,
112,1585,1681,58798,1000000000,,
113,1681,1585,3736,1000000000,,
114,1648,1595,10363,1000000000,,
115,1595,1648,301758,1000000000,,
116,1640,1625,11123,1000000000,,
117,1625,1640,307162,1000000000,,
118,1606,1645,10777,1000000000,,
119,1645,1606,12158,1000000000,,
120,1678,1627,7636,1000000000,,
121,1627,1678,155062,1000000000,,
122,1630,1591,78500,1000000000,,
123,1591,1630,175281,1000000000,,
124,1675,1626,31363,1000000000,,
125,1626,1675,74654,1000000000,,
126,1666,1615,40909,1000000000,,
127,1615,1666,88872,1000000000,,
128,1667,1592,9200,1000000000,,
129,1592,1667,512124,1000000000,,
130,1584,1653,534286,1000000000,,
131,1653,1584,10154,1000000000,,
132,1669,1609,56090,1000000000,,
133,1609,1669,113893,1000000000,,
134,1676,1612,8509,1000000000,,
135,1612,1676,158318,1000000000,,
136,1608,1603,20036,1000000000,,
137,1603,1608,186864,1000000000,,
138,1601,1649,126576,1000000000,,
139,1649,1601,50972,1000000000,,
140,1611,1605,513257,1000000000,,
141,1605,1611,714655,1000000000,,
142,1623,1682,17693,1000000000,,
143,1682,1623,3844,1000000000,,
144,1621,1671,16593,1000000000,,
145,1671,1621,190312,1000000000,,
146,1677,1613,17400,1000000000,,
147,1613,1677,15636,1000000000,,
148,1635,1590,90327,1000000000,,
149,1590,1635,195836,1000000000,,
150,1654,1637,9214,1000000000,,
151,1637,1654,151968,1000000000,,
152,1655,1604,134250,1000000000,,
153,1604,1655,26429,1000000000,,
154,1638,1673,99630,1000000000,,
155,1673,1638,72542,1000000000,,
156,1616,1628,15607,1000000000,,
157,1628,1616,14820,1000000000,,
158,1661,1659,10860,1000000000,,
159,1659,1661,4331,1000000000,,
160,1636,1683,62554,1000000000,,
161,1683,1636,59645,1000000000,,
162,1632,1617,70272,1000000000,,
163,1617,1632,83409,1000000000,,
164,1629,1656,14902,1000000000,,
165,1656,1629,5818,1000000000,,
166,1634,1614,8897,1000000000,,
167,1614,1634,13454,1000000000,,
168,1597,1665,136127,1000000000,,
169,1665,1597,83636,1000000000,,
170,1674,1607,4385,1000000000,,
171,1607,1674,31000,1000000000,,
172,1650,1622,6245,1000000000,,
173,1622,1650,24376,1000000000,,
174,1651,1646,201881,1000000000,,
175,1646,1651,12709,1000000000,,
176,1618,1639,4031,1000000000,,
177,1639,1618,17320,1000000000,,
178,1664,1586,37363,1000000000,,
179,1586,1664,239246,1000000000,,
180,1610,1631,98636,1000000000,,
181,1631,1610,65400,1000000000,,
182,1662,1587,10240,1000000000,,
183,1587,1662,43693,1000000000,,
184,1600,1663,13061,1000000000,,
185,1663,1600,11142,1000000000,,
186,1670,1652,32103,1000000000,,
187,1652,1670,48445,1000000000,,
188,1619,1644,197606,1000000000,,
189,1644,1619,13880,1000000000,,
190,1599,1596,32764,1000000000,,
191,1596,1599,22682,1000000000,,
192,1668,1598,75885,1000000000,,
193,1598,1668,231936,1000000000,,
194,1658,1647,10581,1000000000,,
195,1647,1658,108600,1000000000,,
196,1620,1588,61908,1000000000,,
197,1588,1620,186363,1000000000,,
198,1589,1660,809287,1000000000,,
199,1660,1589,190687,1000000000,,
200,1602,1657,234729,2000000000,,
201,1657,1602,26760,2000000000,,
202,1643,1680,10318,2000000000,,
203,1680,1643,8794,2000000000,,
204,1642,1594,58500,2000000000,,
205,1594,1642,192039,2000000000,,
206,1633,1679,65281,2000000000,,
207,1679,1633,49063,2000000000,,
208,1593,1641,708000,2000000000,,
209,1641,1593,230437,2000000000,,
210,1672,1624,8863,2000000000,,
211,1624,1672,207768,2000000000,,
212,1585,1681,58798,2000000000,,
213,1681,1585,3736,2000000000,,
214,1648,1595,10363,2000000000,,
215,1595,1648,301758,2000000000,,
216,1640,1625,11123,2000000000,,
217,1625,1640,307162,2000000000,,
218,1606,1645,10777,2000000000,,
219,1645,1606,12158,2000000000,,
220,1678,1627,7636,2000000000,,
221,1627,1678,155062,2000000000,,
222,1630,1591,78500,2000000000,,
223,1591,1630,175281,2000000000,,
224,1675,1626,31363,2000000000,,
225,1626,1675,74654,2000000000,,
226,1666,1615,40909,2000000000,,
227,1615,1666,88872,2000000000,,
228,1667,1592,9200,2000000000,,
229,1592,1667,512124,2000000000,,
230,1584,1653,534286,2000000000,,
231,1653,1584,10154,2000000000,,
232,1669,1609,56090,2000000000,,
233,1609,1669,113893,2000000000,,
234,1676,1612,8509,2000000000,,
235,1612,1676,158318,2000000000,,
236,1608,1603,20036,2000000000,,
237,1603,1608,186864,2000000000,,
238,1601,1649,126576,2000000000,,
239,1649,1601,50972,2000000000,,
240,1611,1605,513257,2000000000,,
241,1605,1611,714655,2000000000,,
242,1623,1682,17693,2000000000,,
243,1682,1623,3844,2000000000,,
244,1621,1671,16593,2000000000,,
245,1671,1621,190312,2000000000,,
246,1677,1613,17400,2000000000,,
247,1613,1677,15636,2000000000,,
248,1635,1590,90327,2000000000,,
249,1590,1635,195836,2000000000,,
250,1654,1637,9214,2000000000,,
251,1637,1654,151968,2000000000,,
252,1655,1604,134250,2000000000,,
253,1604,1655,26429,2000000000,,
254,1638,1673,99630,2000000000,,
255,1673,1638,72542,2000000000,,
256,1616,1628,15607,2000000000,,
257,1628,1616,14820,2000000000,,
258,1661,1659,10860,2000000000,,
259,1659,1661,4331,2000000000,,
260,1636,1683,62554,2000000000,,
261,1683,1636,59645,2000000000,,
262,1632,1617,70272,2000000000,,
263,1617,1632,83409,2000000000,,
264,1629,1656,14902,2000000000,,
265,1656,1629,5818,2000000000,,
266,1634,1614,8897,2000000000,,
267,1614,1634,13454,2000000000,,
268,1597,1665,136127,2000000000,,
269,1665,1597,83636,2000000000,,
270,1674,1607,4385,2000000000,,
