18,73,1173645,0
18,73,1173645,1
18,73,1173645,2
18,73,1173645,3
18,73,1173645,4
18,73,1173645,5
18,73,1173645,6
18,73,1173645,7
18,73,1173645,8
18,73,1173645,9
18,73,1173645,10
18,73,1173645,11
18,73,1173645,12
18,73,1173645,13
18,73,1173645,14
18,73,1173645,15
18,73,1173645,16
18,73,1173645,17
18,73,1173645,18
18,73,1173645,19
18,73,1173645,20
18,73,1173645,21
18,73,1173645,22
18,73,1173645,23
18,73,1173645,24
18,73,1173645,25
18,73,1173645,26
18,73,1173645,27
18,73,1173645,28
18,73,1173645,29
18,73,1173645,30
18,73,1173645,31
18,73,1173645,32
18,73,1173645,33
18,73,1173645,34
18,73,1173645,35
18,73,1173645,36
18,73,1173645,37
18,73,1173645,38
18,73,1173645,39
18,73,1173645,40
18,73,1173645,41
18,73,1173645,42
18,73,1173645,43
18,73,1173645,44
18,73,1173645,45
18,73,1173645,46
18,73,1173645,47
18,73,1173645,48
18,73,1173645,49
18,73,1173645,50
18,73,1173645,51
18,73,1173645,52
18,73,1173645,53
18,73,1173645,54
18,73,1173645,55
18,73,1173645,56
18,73,1173645,57
18,73,1173645,58
18,73,1173645,59
18,73,1173645,60
18,73,1173645,61
18,73,1173645,62
18,73,1173645,63
18,73,1173645,64
18,73,1173645,65
18,73,1173645,66
18,73,1173645,67
18,73,1173645,68
18,73,1173645,69
18,73,1173645,70
18,73,1173645,71
18,73,1173645,72
18,73,1173645,73
18,73,1173645,74
18,73,1173645,75
18,73,1173645,76
18,73,1173645,77
18,73,1173645,78
18,73,1173645,79
18,73,1173645,80
18,73,1173645,81
18,73,1173645,82
18,73,1173645,83
18,73,1173645,84
18,73,1173645,85
18,73,1173645,86
18,73,1173645,87
18,73,1173645,88
18,73,1173645,89
18,73,1173645,90
18,73,1173645,91
18,73,1173645,92
18,73,1173645,93
18,73,1173645,94
18,73,1173645,95
18,73,1173645,96
18,73,1173645,97
18,73,1173645,98
18,73,1173645,99
18,73,1173645,100
18,73,1173645,101
18,73,1173645,102
18,73,1173645,103
18,73,1173645,104
18,73,1173645,105
18,73,1173645,106
18,73,1173645,107
18,73,1173645,108
18,73,1173645,109
18,73,1173645,110
18,73,1173645,111
18,73,1173645,112
18,73,1173645,113
18,73,1173645,114
18,73,1173645,115
18,73,1173645,116
18,73,1173645,117
18,73,1173645,118
18,73,1173645,119
18,73,1173645,120
18,73,1173645,121
18,73,1173645,122
18,73,1173645,123
18,73,1173645,124
18,73,1173645,125
18,73,1173645,126
18,73,1173645,127
18,73,1173645,128
18,73,1173645,129
18,73,1173645,130
18,73,1173645,131
18,73,1173645,132
18,73,1173645,133
18,73,1173645,134
18,73,1173645,135
18,73,1173645,136
18,73,1173645,137
18,73,1173645,138
18,73,1173645,139
18,73,1173645,140
18,73,1173645,141
18,73,1173645,142
18,73,1173645,143
18,73,1173645,144
18,73,1173645,145
18,73,1173645,146
18,73,1173645,147
18,73,1173645,148
18,73,1173645,149
18,73,1173645,150
18,73,1173645,151
18,73,1173645,152
18,73,1173645,153
18,73,1173645,154
18,73,1173645,155
18,73,1173645,156
18,73,1173645,157
18,73,1173645,158
18,73,1173645,159
18,73,1173645,160
18,73,1173645,161
18,73,1173645,162
18,73,1173645,163
18,73,1173645,164
18,73,1173645,165
18,73,1173645,166
18,73,1173645,167
18,73,1173645,168
18,73,1173645,169
18,73,1173645,170
18,73,1173645,171
18,73,1173645,172
18,73,1173645,173
18,73,1173645,174
18,73,1173645,175
18,73,1173645,176
18,73,1173645,177
18,73,1173645,178
18,73,1173645,179
18,73,1173645,180
18,73,1173645,181
18,73,1173645,182
18,73,1173645,183
18,73,1173645,184
18,73,1173645,185
18,73,1173645,186
18,73,1173645,187
18,73,1173645,188
18,73,1173645,189
18,73,1173645,190
18,73,1173645,191
18,73,1173645,192
18,73,1173645,193
18,73,1173645,194
18,73,1173645,195
18,73,1173645,196
18,73,1173645,197
18,73,1173645,198
18,73,1173645,199
73,18,133800,0
73,18,133800,1
73,18,133800,2
73,18,133800,3
73,18,133800,4
73,18,133800,5
73,18,133800,6
73,18,133800,7
73,18,133800,8
73,18,133800,9
73,18,133800,10
73,18,133800,11
73,18,133800,12
73,18,133800,13
73,18,133800,14
73,18,133800,15
73,18,133800,16
73,18,133800,17
73,18,133800,18
73,18,133800,19
73,18,133800,20
73,18,133800,21
73,18,133800,22
73,18,133800,23
73,18,133800,24
73,18,133800,25
73,18,133800,26
73,18,133800,27
73,18,133800,28
73,18,133800,29
73,18,133800,30
73,18,133800,31
73,18,133800,32
73,18,133800,33
73,18,133800,34
73,18,133800,35
73,18,133800,36
73,18,133800,37
73,18,133800,38
73,18,133800,39
73,18,133800,40
73,18,133800,41
73,18,133800,42
